20
2	71	81	0	2	0	2.73
11	127	67	0	0	1	2.25045
19	126	72	2	0	0	3.25
40	197	68	1	1	0	4.59
59	170	70	0	2	0	4.07
63	241	20	1	0	1	4.78225
68	73	78	0	0	2	2.62
90	135	118	0	0	2	5.26903
160	118	62	2	0	0	2.78
169	207	65	0	2	0	4.68252
179	169	72	1	1	0	4.07685
194	123	75	0	1	0	3.3
196	217	64	0	1	1	4.94
208	167	75	1	0	1	4.14
225	179	45	1	0	0	3.76
229	184	35	1	0	0	3.77
258	216	64	2	0	0	4.90915
267	186	96	0	0	2	5.10319
269	185	103	0	2	0	4.41
291	247	12	0	0	2	5.21711

nv	12	12	12

Vehicles departing from depots at the previous stage:
