47
30	221	154	20	1	6.39	7.39	1		1		0		
32	217	154	10	1	6.45	7.45	1		1		0		
102	215	156	20	1	6.54	7.54	0		0		2		
130	213	155	40	1	6.56	7.56	1		1		0		
43	217	161	30	1	6.60	7.60	0		1		1		
27	211	157	10	1	6.66	7.66	2		0		0		
126	210	156	30	1	6.67	7.67	0		2		0		
147	207	155	40	1	6.74	7.74	1		1		0		
133	210	160	20	1	6.75	7.75	0		0		2		
149	261	153	30	1	7.02	8.02	0		1		1		
36	264	156	20	1	7.22	8.22	0		0		2		
28	264	164	40	1	7.38	8.38	1		0		1		
34	266	159	20	1	7.38	8.38	0		1		1		
64	268	163	10	1	7.56	8.56	0		0		2		
124	217	216	30	1	7.78	8.78	1		0		1		
171	231	223	20	1	7.83	8.83	0		1		1		
4	235	224	30	1	7.86	8.86	1		1		0		
18	223	226	20	1	7.92	8.92	2		0		0		
115	220	225	10	1	7.93	8.93	1		1		0		
173	235	228	30	1	7.95	8.95	2		0		0		
90	220	227	40	1	7.98	8.98	0		0		2		
33	236	230	30	1	8.00	9.00	0		1		1		
26	272	175	40	1	8.01	9.01	1		1		0		
152	228	232	20	1	8.02	9.02	1		0		1		
113	262	201	40	1	8.03	9.03	0		1		1		
63	218	229	30	1	8.05	9.05	0		2		0		
86	227	233	30	1	8.05	9.05	0		2		0		
55	265	196	10	1	8.06	9.06	2		0		0		
112	271	181	40	1	8.07	9.07	2		0		0		
82	263	202	20	1	8.09	9.09	0		0		2		
101	217	230	30	1	8.09	9.09	2		0		0		
121	209	223	10	1	8.11	9.11	0		2		0		
156	233	236	20	1	8.11	9.11	1		0		1		
129	213	229	30	1	8.14	9.14	1		1		0		
61	231	238	40	1	8.15	9.15	0		1		1		
138	243	235	20	1	8.19	9.19	2		0		0		
7	213	233	40	1	8.23	9.23	0		0		2		
117	250	231	20	1	8.25	9.25	0		0		2		
54	246	237	40	1	8.29	9.29	1		1		0		
29	253	232	30	1	8.35	9.35	0		2		0		
5	255	230	10	1	8.37	9.37	0		2		0		
38	209	236	40	1	8.38	9.38	0		0		2		
24	205	232	30	1	8.41	9.41	0		1		1		
161	254	235	40	1	8.45	9.45	0		1		1		
78	249	242	40	1	8.46	9.46	2		0		0		
14	256	233	30	1	8.47	9.47	0		2		0		
151	203	232	20	1	8.48	9.48	0		0		2		
