15
14	226	110	1	1	0	6.2636
41	229	106	0	1	1	6.1665
57	223	129	0	2	0	6.46171
223	238	113	0	0	2	6.38183
277	224	110	1	1	0	6.39887
269	132	117	0	0	1	4.84989
150	236	60	1	0	0	5.05303
297	235	62	0	2	0	5.08095
116	145	117	0	0	2	4.98601
40	190	109	1	0	0	5.1999
281	207	103	0	1	1	5.7177
44	224	102	1	1	0	5.82304
81	204	122	0	0	2	5.79959
3	197	125	2	0	0	5.41
217	220	108	2	0	0	5.41

nv	9	9	9

Vehicles departing from depots at the previous stage:
269	132	117	0	0	1	4.84989
150	236	60	1	0	0	5.05303
297	235	62	0	2	0	5.08095
116	145	117	0	0	2	4.98601
40	190	109	1	0	0	5.1999
281	207	103	0	1	1	5.7177
44	224	102	1	1	0	5.82304
81	204	122	0	0	2	5.79959
3	197	125	2	0	0	5.41
217	220	108	2	0	0	5.41
