21
2	199	213	6	1	7.26	8.26	0		1		1		
99	169	171	3	1	7.50	8.50	0		1		1		
194	170	174	12	1	7.50	8.50	2		0		0		
53	169	173	3	1	7.53	8.53	1		0		1		
172	238	206	9	1	7.56	8.56	0		1		1		
178	234	213	12	1	7.57	8.57	0		1		1		
81	214	234	6	1	7.64	8.64	0		0		2		
95	224	229	3	1	7.65	8.65	0		1		1		
142	168	176	9	1	7.65	8.65	0		1		1		
187	208	235	3	1	7.65	8.65	2		0		0		
96	207	237	6	1	7.70	8.70	2		0		0		
72	167	176	12	1	7.71	8.71	0		0		2		
111	167	179	9	1	7.77	8.77	2		0		0		
80	194	234	6	1	7.80	8.80	2		0		0		
220	191	234	9	1	7.87	8.87	0		2		0		
85	186	228	3	1	7.88	8.88	2		0		0		
213	209	246	12	1	7.89	8.89	2		0		0		
167	165	182	3	1	7.94	8.94	0		1		1		
124	167	193	9	1	8.03	9.03	1		1		0		
300	189	240	12	1	8.05	9.05	1		1		0		
109	232	240	6	1	8.07	9.07	0		0		2		
