19
13	61	44	1	1	0	0.922726
15	59	49	1	1	0	0.906322
19	57	43	1	1	0	0.945116
35	88	37	0	0	1	0.859276
46	232	87	0	2	0	5.80749
57	60	64	1	0	1	0.829885
64	86	40	0	0	2	0.848423
117	187	134	2	0	0	5.91886
128	76	13	1	0	1	1.03805
152	59	65	0	2	0	0.84
156	85	39	1	0	0	0.857542
160	88	42	1	0	1	0.830208
164	171	19	0	0	2	2.71739
171	73	18	0	1	1	1.01878
178	230	69	1	1	0	5.15632
186	75	11	0	1	1	1.05295
233	75	20	1	1	0	1.00056
241	73	12	1	0	1	1.05352
308	63	49	0	1	1	0.888695

nv	12	12	12

Vehicles departing from depots at the previous stage:
