276
0	150	150
1	117	80
2	160	214
3	253	203
4	148	29
5	214	216
6	193	29
7	152	157
8	208	241
9	181	254
10	201	226
11	244	116
12	190	31
13	125	107
14	204	86
15	164	228
16	200	138
17	233	175
18	184	14
19	226	117
20	130	53
21	146	101
22	225	191
23	73	62
24	201	105
25	141	89
26	210	44
27	243	7
28	194	243
29	93	20
30	215	62
31	164	50
32	258	221
33	73	5
34	148	77
35	150	104
36	237	170
37	194	168
38	227	81
39	203	232
40	188	43
41	165	251
42	86	6
43	228	20
44	147	61
45	101	28
46	215	75
47	248	165
48	246	136
49	97	36
50	260	181
51	239	138
52	117	88
53	178	127
54	174	266
55	91	84
56	151	76
57	253	153
58	175	148
59	191	148
60	192	162
61	153	240
62	112	69
63	58	70
64	207	165
65	76	61
66	228	180
67	145	93
68	197	8
69	237	130
70	193	174
71	243	123
72	144	182
73	132	42
74	216	231
75	147	226
76	244	212
77	212	190
78	125	123
79	176	174
80	173	266
81	161	31
82	100	26
83	241	113
84	224	160
85	117	44
86	255	190
87	155	38
88	256	189
89	175	168
90	180	155
91	180	60
92	171	77
93	117	23
94	174	42
95	164	68
96	236	91
97	152	28
98	197	93
99	263	159
100	174	127
101	197	81
102	212	49
103	240	176
104	117	43
105	130	93
106	161	110
107	168	16
108	143	84
109	138	92
110	160	18
111	167	153
112	150	185
113	149	113
114	167	187
115	164	241
116	161	146
117	204	96
118	102	100
119	140	17
120	163	212
121	120	93
122	111	41
123	80	43
124	83	43
125	150	67
126	183	155
127	187	4
128	186	259
129	152	172
130	161	250
131	188	161
132	173	77
133	169	222
134	204	199
135	179	116
136	212	110
137	192	80
138	193	281
139	148	241
140	114	26
141	182	38
142	50	49
143	172	225
144	143	221
145	231	90
146	191	61
147	249	2
148	198	155
149	225	265
150	184	240
151	206	93
152	243	127
153	220	133
154	225	127
155	190	83
156	198	173
157	84	40
158	256	223
159	231	134
160	206	12
161	136	108
162	186	117
163	252	141
164	177	76
165	192	3
166	153	43
167	120	114
168	224	221
169	243	192
170	134	99
171	231	208
172	149	172
173	144	57
174	143	50
175	188	272
176	146	207
177	189	40
178	128	2
179	175	278
180	109	49
181	198	81
182	253	143
183	80	18
184	165	38
185	264	212
186	211	61
187	217	188
188	198	76
189	222	246
190	120	98
191	161	33
192	275	191
193	218	100
194	220	131
195	120	106
196	169	220
197	197	260
198	152	8
199	143	12
200	243	125
201	142	83
202	249	217
203	124	72
204	151	98
205	165	210
206	187	188
207	158	188
208	88	45
209	69	28
210	141	42
211	141	41
212	201	73
213	190	262
214	228	89
215	202	129
216	161	270
217	157	244
218	195	252
219	70	80
220	118	81
221	141	199
222	219	219
223	71	25
224	179	246
225	171	83
226	213	183
227	254	155
228	161	206
229	92	47
230	186	211
231	193	291
232	199	114
233	180	241
234	71	40
235	217	77
236	220	35
237	183	79
238	242	240
239	127	64
240	207	117
241	175	136
242	89	62
243	157	67
244	247	141
245	127	72
246	157	223
247	174	233
248	116	102
249	169	78
250	193	39
251	190	145
252	189	98
253	105	9
254	183	178
255	260	192
256	95	44
257	184	245
258	68	45
259	212	124
260	220	67
261	172	155
262	165	139
263	181	214
264	228	36
265	72	41
266	106	11
267	236	170
268	183	168
269	187	62
270	218	35
271	178	96
272	181	183
273	124	70
274	206	109
275	75	73
