20
5	230	105	0	1	1	6.20335
22	229	126	1	0	1	6.37161
23	172	122	0	1	1	5.96281
49	230	130	1	1	0	6.59053
135	228	125	1	0	1	6.69785
142	228	131	0	0	2	6.64446
155	232	127	0	1	1	6.59369
165	235	104	0	2	0	6.24835
171	177	129	2	0	0	5.95047
7	233	63	0	0	2	5.21667
43	236	59	0	2	0	4.9991
83	227	70	0	2	0	5.22649
203	225	73	0	1	0	4.93486
25	226	73	1	0	0	5.2048
175	223	81	1	0	0	5.30473
154	232	78	0	0	2	5.31346
176	228	85	0	1	1	5.82746
38	230	86	1	0	0	5.43875
107	201	112	2	0	0	5.56249
53	196	115	2	0	0	5.60503

nv	12	12	12

Vehicles departing from depots at the previous stage:
7	233	63	0	0	2	5.21667
43	236	59	0	2	0	4.9991
83	227	70	0	2	0	5.22649
203	225	73	0	1	0	4.93486
25	226	73	1	0	0	5.2048
175	223	81	1	0	0	5.30473
154	232	78	0	0	2	5.31346
176	228	85	0	1	1	5.82746
38	230	86	1	0	0	5.43875
107	201	112	2	0	0	5.56249
53	196	115	2	0	0	5.60503
