19
42	198	141	0	0	2	6.67441
61	196	137	0	2	0	6.09494
86	201	133	1	0	1	6.13621
89	200	141	1	1	0	6.51853
159	196	136	0	1	1	6.58578
191	200	140	0	2	0	6.11941
274	200	138	1	1	0	6.62105
221	243	29	0	0	2	5.03915
183	244	35	1	0	1	5.11371
226	237	52	0	0	1	4.99845
271	246	34	0	1	1	5.01766
243	247	37	0	2	0	5.13687
19	130	121	1	0	1	5.36055
32	125	122	1	1	0	5.26544
127	241	63	1	1	0	5.22211
47	186	113	2	0	0	5.51433
153	195	109	2	0	0	5.45028
189	219	105	1	0	1	5.80515
36	220	108	0	0	1	5.41

nv	12	12	12

Vehicles departing from depots at the previous stage:
221	243	29	0	0	2	5.03915
183	244	35	1	0	1	5.11371
226	237	52	0	0	1	4.99845
271	246	34	0	1	1	5.01766
243	247	37	0	2	0	5.13687
19	130	121	1	0	1	5.36055
32	125	122	1	1	0	5.26544
127	241	63	1	1	0	5.22211
47	186	113	2	0	0	5.51433
153	195	109	2	0	0	5.45028
189	219	105	1	0	1	5.80515
36	220	108	0	0	1	5.41
