257
0	150	150
1	205	17
2	254	153
3	219	229
4	156	214
5	230	105
6	69	65
7	233	63
8	233	173
9	70	61
10	210	161
11	65	62
12	144	9
13	228	174
14	156	203
15	110	109
16	233	106
17	102	22
18	184	145
19	170	121
20	141	25
21	176	167
22	229	126
23	172	122
24	113	68
25	226	73
26	109	74
27	198	12
28	147	10
29	176	168
30	232	55
31	175	122
32	182	144
33	157	61
34	232	103
35	154	71
36	154	67
37	113	108
38	230	86
39	221	226
40	184	150
41	156	114
42	212	263
43	236	59
44	204	16
45	196	16
46	114	113
47	161	67
48	142	33
49	230	130
50	206	162
51	218	231
52	237	96
53	196	115
54	222	227
55	148	29
56	64	59
57	240	236
58	185	147
59	198	10
60	229	68
61	221	230
62	94	29
63	99	25
64	157	214
65	214	260
66	229	167
67	180	163
68	237	106
69	171	169
70	111	76
71	183	149
72	242	99
73	182	165
74	242	235
75	145	31
76	202	113
77	220	228
78	145	9
79	233	77
80	150	211
81	57	70
82	177	159
83	227	70
84	233	136
85	237	53
86	62	55
87	230	67
88	156	65
89	206	18
90	153	0
91	107	110
92	172	128
93	107	23
94	237	170
95	56	65
96	211	262
97	248	236
98	220	136
99	55	64
100	226	131
101	175	280
102	248	230
103	204	165
104	202	164
105	59	63
106	181	121
107	201	112
108	229	137
109	225	70
110	234	53
111	216	233
112	231	100
113	155	8
114	223	59
115	216	67
116	212	261
117	186	149
118	156	60
119	103	28
120	100	27
121	200	163
122	229	63
123	155	63
124	217	227
125	238	182
126	160	60
127	176	128
128	241	235
129	172	280
130	215	261
131	105	109
132	212	258
133	178	147
134	235	93
135	228	125
136	203	162
137	238	51
138	109	108
139	108	106
140	173	144
141	59	64
142	228	131
143	176	278
144	149	4
145	109	70
146	233	52
147	228	165
148	155	57
149	153	111
150	217	229
151	150	10
152	232	53
153	174	170
154	232	78
155	232	127
156	225	177
157	172	277
158	203	166
159	153	218
160	176	284
161	144	28
162	236	83
163	227	135
164	64	60
165	235	104
166	242	233
167	53	64
168	202	13
169	218	227
170	225	133
171	177	129
172	149	14
173	148	216
174	54	66
175	223	81
176	228	85
177	240	232
178	102	70
179	109	69
180	159	211
181	209	17
182	102	19
183	235	58
184	157	66
185	207	11
186	245	233
187	160	215
188	180	280
189	56	66
190	223	228
191	224	173
192	205	3
193	235	169
194	214	227
195	106	74
196	231	58
197	232	258
198	157	109
199	63	52
200	68	65
201	179	167
202	173	169
203	225	73
204	220	255
205	97	22
206	99	26
207	112	111
208	223	230
209	157	216
210	157	211
211	110	101
212	53	62
213	199	112
214	152	29
215	156	210
216	113	74
217	215	263
218	145	25
219	103	23
220	182	145
221	225	88
222	236	84
223	243	235
224	218	236
225	182	275
226	235	102
227	97	26
228	67	59
229	234	49
230	68	57
231	177	277
232	228	140
233	226	64
234	177	278
235	231	52
236	204	114
237	198	114
238	183	145
239	217	261
240	197	115
241	243	231
242	210	257
243	159	212
244	175	286
245	226	166
246	202	163
247	110	75
248	227	175
249	158	114
250	151	16
251	237	251
252	148	30
253	110	111
254	68	55
255	103	107
256	180	155
