193
0	150	150
1	183	230
2	174	88
3	166	273
4	140	64
5	47	53
6	247	169
7	152	179
8	86	66
9	212	120
10	148	7
11	92	91
12	119	104
13	99	76
14	175	257
15	136	78
16	184	127
17	176	85
18	170	203
19	154	251
20	75	41
21	227	212
22	209	119
23	254	237
24	201	25
25	159	239
26	175	144
27	176	3
28	106	93
29	207	170
30	166	44
31	207	87
32	136	200
33	208	85
34	267	179
35	206	271
36	227	155
37	222	250
38	152	227
39	225	42
40	106	18
41	97	82
42	135	101
43	214	156
44	182	134
45	153	211
46	211	24
47	199	178
48	226	98
49	203	186
50	192	0
51	183	238
52	126	116
53	165	29
54	172	48
55	209	234
56	149	226
57	206	7
58	256	136
59	234	257
60	108	12
61	147	90
62	165	106
63	188	219
64	242	220
65	93	15
66	224	211
67	72	30
68	198	9
69	155	243
70	201	272
71	203	33
72	199	63
73	107	24
74	156	32
75	168	192
76	84	81
77	153	76
78	250	44
79	56	62
80	88	40
81	175	273
82	124	24
83	169	86
84	127	116
85	160	29
86	200	176
87	189	47
88	76	10
89	183	194
90	145	188
91	161	92
92	230	0
93	260	214
94	125	18
95	120	5
96	237	21
97	246	243
98	188	292
99	183	173
100	148	178
101	259	164
102	178	113
103	209	96
104	183	193
105	170	243
106	167	21
107	227	42
108	236	177
109	243	41
110	157	234
111	162	242
112	133	3
113	150	35
114	133	37
115	136	91
116	184	87
117	198	250
118	160	167
119	137	62
120	180	243
121	189	191
122	176	113
123	220	193
124	217	193
125	150	217
126	117	5
127	114	109
128	148	22
129	139	100
130	163	0
131	112	11
132	147	2
133	131	72
134	167	43
135	157	104
136	187	279
137	96	49
138	262	164
139	239	234
140	152	91
141	183	132
142	186	176
143	175	131
144	189	51
145	238	144
146	250	199
147	128	75
148	157	71
149	213	149
150	102	5
151	116	90
152	203	16
153	205	280
154	248	130
155	247	236
156	248	191
157	102	23
158	246	16
159	216	190
160	253	234
161	164	258
162	228	67
163	253	219
164	147	193
165	180	264
166	76	71
167	228	126
168	166	249
169	69	58
170	179	273
171	208	147
172	241	148
173	151	22
174	216	53
175	241	58
176	219	2
177	238	64
178	156	207
179	157	200
180	190	31
181	154	57
182	172	152
183	186	78
184	191	199
185	220	168
186	83	38
187	223	48
188	244	163
189	180	248
190	188	48
191	239	145
192	152	108
