221
0	150	150
1	81	71
2	144	86
3	189	140
4	231	235
5	189	157
6	200	23
7	195	134
8	163	159
9	227	200
10	230	239
11	202	171
12	235	238
13	61	44
14	144	97
15	59	49
16	190	191
17	198	278
18	187	232
19	57	43
20	191	226
21	174	101
22	196	23
23	226	80
24	157	160
25	175	97
26	220	192
27	146	229
28	146	233
29	168	45
30	187	192
31	79	74
32	141	184
33	198	159
34	144	186
35	88	37
36	241	41
37	186	187
38	197	175
39	239	154
40	242	40
41	228	127
42	240	152
43	82	69
44	224	127
45	251	186
46	232	87
47	199	125
48	221	190
49	78	73
50	203	25
51	196	163
52	243	47
53	160	164
54	173	91
55	236	241
56	71	17
57	60	64
58	79	70
59	172	22
60	206	271
61	201	275
62	195	133
63	143	86
64	86	40
65	170	14
66	223	61
67	199	23
68	189	224
69	235	87
70	58	65
71	190	141
72	80	72
73	196	34
74	188	139
75	60	45
76	172	97
77	192	132
78	201	167
79	167	98
80	150	89
81	200	159
82	234	80
83	75	15
84	221	126
85	233	153
86	243	230
87	193	140
88	246	44
89	229	193
90	169	98
91	163	43
92	154	166
93	203	26
94	70	15
95	238	245
96	192	140
97	227	58
98	55	52
99	250	187
100	239	157
101	227	78
102	221	76
103	240	153
104	242	43
105	198	119
106	160	160
107	171	96
108	193	190
109	193	277
110	226	126
111	197	136
112	171	94
113	244	235
114	89	38
115	52	64
116	206	139
117	187	134
118	229	124
119	245	236
120	144	182
121	243	158
122	229	126
123	125	20
124	156	164
125	179	99
126	241	43
127	152	166
128	76	13
129	241	237
130	167	43
131	226	190
132	84	67
133	248	189
134	167	51
135	231	62
136	175	20
137	238	38
138	88	39
139	234	64
140	192	160
141	250	186
142	197	272
143	200	273
144	244	150
145	60	46
146	223	194
147	167	54
148	83	73
149	257	22
150	251	235
151	226	77
152	59	65
153	128	20
154	200	156
155	217	78
156	85	39
157	239	36
158	201	117
159	195	191
160	88	42
161	258	191
162	203	121
163	245	195
164	171	19
165	242	41
166	196	164
167	170	101
168	191	192
169	192	194
170	224	190
171	73	18
172	241	236
173	199	157
174	124	22
175	153	166
176	191	230
177	150	163
178	230	69
179	147	189
180	83	71
181	203	116
182	163	18
183	204	170
184	248	187
185	199	173
186	75	11
187	128	23
188	147	82
189	124	16
190	172	48
191	205	136
192	203	117
193	236	240
194	206	172
195	58	67
196	247	236
197	238	152
198	198	170
199	219	195
200	202	116
201	200	160
202	168	53
203	82	73
204	74	13
205	152	84
206	243	45
207	246	234
208	60	68
209	203	28
210	198	230
211	191	231
212	203	132
213	173	99
214	242	161
215	196	181
216	141	89
217	204	132
218	258	185
219	193	138
220	198	281
