51
165	208	140	40	1	5.59	6.59	1		0		1		
163	207	170	30	1	6.25	7.25	2		0		0		
141	218	170	20	1	6.29	7.29	1		1		0		
76	216	173	30	1	6.33	7.33	1		0		1		
21	212	176	30	1	6.37	7.37	0		0		2		
145	216	175	20	1	6.37	7.37	2		0		0		
171	239	145	40	1	6.37	7.37	0		2		0		
65	181	147	20	1	6.41	7.41	1		1		0		
67	223	173	40	1	6.43	7.43	2		0		0		
55	200	176	20	1	6.44	7.44	1		0		1		
72	225	172	10	1	6.45	7.45	0		2		0		
157	199	178	30	1	6.50	7.50	0		2		0		
46	227	176	10	1	6.59	7.59	0		2		0		
121	203	186	20	1	6.62	7.62	0		1		1		
140	229	175	10	1	6.62	7.62	0		0		2		
28	212	195	20	1	6.79	7.79	0		2		0		
7	186	176	30	1	6.80	7.80	0		1		1		
24	208	197	10	1	6.83	7.83	0		0		2		
125	228	191	10	1	6.93	7.93	0		1		1		
159	191	199	30	1	7.12	8.12	2		0		0		
61	211	211	10	1	7.13	8.13	1		0		1		
25	212	212	40	1	7.15	8.15	1		0		1		
80	216	212	10	1	7.18	8.18	1		0		1		
84	213	215	40	1	7.22	8.22	0		1		1		
186	224	211	10	1	7.27	8.27	1		1		0		
69	215	218	20	1	7.30	8.30	0		2		0		
180	220	216	40	1	7.31	8.31	0		0		2		
52	217	219	40	1	7.34	8.34	1		0		1		
110	221	220	10	1	7.41	8.41	0		1		1		
143	217	223	20	1	7.42	8.42	0		1		1		
90	220	224	10	1	7.48	8.48	0		2		0		
182	222	223	20	1	7.49	8.49	0		1		1		
93	223	224	20	1	7.53	8.53	0		1		1		
118	224	227	40	1	7.61	8.61	1		0		1		
47	231	220	20	1	7.62	8.62	1		1		0		
183	209	234	40	1	7.63	8.63	0		0		2		
58	224	229	20	1	7.65	8.65	0		2		0		
23	222	233	30	1	7.70	8.70	1		0		1		
30	248	191	10	1	7.71	8.71	1		1		0		
63	227	230	40	1	7.73	8.73	0		1		1		
123	236	222	30	1	7.82	8.82	1		1		0		
181	240	221	40	1	7.95	8.95	1		0		1		
12	240	223	10	1	7.99	8.99	1		0		1		
135	241	221	20	1	7.99	8.99	2		0		0		
139	170	203	10	1	8.05	9.05	1		1		0		
48	242	223	30	1	8.07	9.07	0		0		2		
83	173	214	10	1	8.11	9.11	0		2		0		
79	176	222	10	1	8.14	9.14	1		1		0		
126	208	267	40	1	8.35	9.35	0		1		1		
31	255	207	10	1	8.41	9.41	0		0		2		
184	206	271	30	1	8.44	9.44	0		1		1		
