10
24	165	113	40	1	4.48	5.48	0.00	20.00	0.00	20.00	0.00	20.00	1		1		
18	222	83	30	1	4.49	5.49	0.00	20.00	0.00	20.00	0.00	20.00	0		1		
4	230	128	20	1	5.66	6.76	0.00	20.00	5.66	6.66	5.76	6.76	1		1		
22	232	121	30	1	5.61	6.61	0.00	20.00	0.00	20.00	5.61	6.61	1		1		
33	188	142	10	1	0.00	20.00	5.18	6.18	0.00	20.00	0.00	20.00	1		1		
2	199	213	20	1	0.00	20.00	6.78	7.78	0.00	20.00	0.00	20.00	1		1		
33	188	142	10	1	0.00	20.00	0.00	20.00	6.02	7.02	0.00	20.00	1		1		
10	234	146	20	1	0.00	20.00	0.00	20.00	6.18	7.18	0.00	20.00	1		1		
32	250	126	20	1	0.00	20.00	0.00	20.00	0.00	20.00	6.04	7.04	0		1		
8	247	132	20	1	0.00	20.00	0.00	20.00	0.00	20.00	6.08	7.08	1		0		
