18
5	257	29	0	1	1	5.36743
8	206	116	1	1	0	5.55091
16	224	117	0	0	2	5.70009
41	179	130	2	0	0	5.72544
67	207	123	1	0	1	5.76313
76	209	113	0	1	1	5.38945
85	214	91	1	0	1	5.29864
124	230	133	1	1	0	5.87
125	225	127	0	0	2	5.79794
137	219	134	0	1	1	5.99
142	178	124	1	0	1	5.24842
150	197	143	0	2	0	5.96327
166	232	100	0	1	1	5.16
184	188	139	0	2	0	5.96
196	233	77	2	0	0	5.5748
200	243	117	1	0	1	5.66
204	195	115	0	2	0	5.24
244	187	126	2	0	0	5.73

nv	12	12	12

Vehicles departing from depots at the previous stage:
