14
198	241	183	0	0	2	7.9979
109	243	191	1	0	1	8.36839
266	238	206	2	0	0	8.39501
277	214	234	0	2	0	8.51441
209	224	229	0	1	1	8.60983
170	241	208	1	1	0	8.67248
172	238	214	0	0	2	8.63885
270	211	239	0	1	1	8.69468
54	172	198	0	2	0	8.63037
189	182	146	1	0	1	7.1923
227	229	179	0	0	1	7.46663
176	190	181	2	0	0	7.73961
86	237	171	0	2	0	7.74225
220	229	188	2	0	0	7.88682

nv	9	9	9

Vehicles departing from depots at the previous stage:
189	182	146	1	0	1	7.1923
227	229	179	0	0	1	7.46663
176	190	181	2	0	0	7.73961
86	237	171	0	2	0	7.74225
220	229	188	2	0	0	7.88682
