19
20	157	116	0	1	1	5.3081
35	226	71	2	0	0	5.20714
59	153	115	0	1	1	5.31779
64	236	90	0	2	0	4.97
70	230	71	0	0	1	4.83338
85	235	92	0	0	2	5.61051
121	236	98	0	2	0	5.92229
131	230	98	2	0	0	5.64396
144	126	106	0	2	0	4.55014
160	235	91	0	1	1	5.96095
197	233	92	0	1	1	5.82103
208	232	90	0	0	1	4.95889
226	233	95	1	0	1	5.48846
231	228	73	0	0	2	5.33943
246	230	73	2	0	0	5.40239
247	216	7	2	0	0	4.4259
267	235	93	1	1	0	5.98379
285	123	110	1	0	1	4.59159
286	231	93	1	1	0	5.97997

nv	12	12	12

Vehicles departing from depots at the previous stage:
