30
54	217	231	9	1	7.60	8.60	1		0		1		
73	215	232	9	1	7.60	8.60	0		2		0		
111	221	230	6	1	7.62	8.62	1		1		0		
88	213	235	3	1	7.66	8.66	2		0		0		
178	220	234	6	1	7.70	8.70	1		1		0		
26	212	238	6	1	7.72	8.72	2		0		0		
64	211	239	12	1	7.74	8.74	2		0		0		
82	216	238	12	1	7.74	8.74	1		1		0		
122	166	177	3	1	7.79	8.79	1		0		1		
50	231	230	9	1	7.83	8.83	1		1		0		
184	224	239	6	1	7.87	8.87	2		0		0		
128	236	228	9	1	7.95	8.95	0		0		2		
129	166	187	12	1	7.98	8.98	1		0		1		
32	165	187	12	1	8.04	9.04	0		1		1		
25	208	253	6	1	8.05	9.05	1		0		1		
12	240	227	6	1	8.07	9.07	1		0		1		
157	167	195	3	1	8.07	9.07	1		0		1		
29	212	255	12	1	8.09	9.09	0		2		0		
179	240	229	12	1	8.11	9.11	1		1		0		
126	166	195	12	1	8.13	9.13	0		0		2		
51	242	227	9	1	8.15	9.15	2		0		0		
140	241	229	3	1	8.15	9.15	1		0		1		
161	191	251	9	1	8.23	9.23	2		0		0		
81	176	228	3	1	8.26	9.26	0		1		1		
125	203	264	12	1	8.31	9.31	1		1		0		
1	162	193	9	1	8.33	9.33	2		0		0		
130	228	259	3	1	8.38	9.38	1		1		0		
13	160	192	12	1	8.45	9.45	2		0		0		
167	160	193	12	1	8.46	9.46	0		2		0		
60	253	216	9	1	8.47	9.47	2		0		0		
