22
9	228	136	2	0	0	6
26	170	63	2	0	0	3.89
27	168	106	2	0	0	5.23416
37	136	54	0	2	0	2.96
57	121	47	0	0	1	1.84965
58	145	30	0	1	0	2.82
69	177	14	0	1	1	3.56
93	139	29	0	0	1	2.52421
114	96	96	1	1	0	3.76
154	189	5	0	2	0	3.75018
157	134	69	0	0	2	3.31
163	141	48	0	1	0	2.95
164	124	28	0	0	2	2.31
184	188	83	0	1	0	4.4777
191	100	82	1	0	0	2.89099
209	89	72	1	1	0	2.6
221	155	46	2	0	0	3.23
230	135	3	0	0	2	2.45552
237	245	20	1	1	0	4.66802
266	183	119	0	0	2	5.72
268	109	94	0	0	1	3.84
270	126	37	0	1	0	2.27262

nv	12	12	12

Vehicles departing from depots at the previous stage:
