19
52	135	121	0	2	0	5.36267
72	144	118	2	0	0	5.41
74	147	74	0	2	0	3.72
79	173	34	2	0	0	3.51
82	111	103	0	1	1	4.08447
84	139	58	1	0	1	3.11
116	124	37	0	0	2	2.39
125	143	46	0	2	0	2.96
133	117	18	0	0	2	2.1097
137	191	1	1	0	1	3.97
164	146	93	1	0	1	4.37
185	197	40	1	1	0	4.12
186	128	75	1	0	0	3.20029
218	193	9	0	2	0	3.96
223	123	19	2	0	0	2.26
228	90	64	1	0	0	2.28035
244	184	55	0	2	0	4.04
254	138	50	0	0	2	2.91973
266	86	66	0	0	2	2.28927

nv	12	12	12

Vehicles departing from depots at the previous stage:
