19
5	58	43	0	1	1	0.940756
11	59	43	0	1	1	0.936424
27	41	52	1	1	0	0.977184
29	57	45	0	1	1	0.935093
52	84	47	1	1	0	0.815544
64	100	23	1	0	1	0.90992
84	237	93	0	2	0	5.9917
101	104	23	0	1	1	0.900494
106	177	141	2	0	0	5.3
118	204	132	2	0	0	5.85496
146	100	25	1	0	1	0.897528
206	203	134	0	2	0	5.9828
210	202	137	0	0	2	5.57
214	79	11	1	1	0	1.04056
218	64	40	0	1	0	0.930855
246	101	29	2	0	0	0.8703
253	104	34	0	0	2	0.89
256	87	46	1	0	1	0.810623
0	150	150	0	0	1	0

nv	12	12	12

Vehicles departing from depots at the previous stage:
0	150	150	0	0	1	0
