18
9	212	120	0	2	0	5.88389
22	209	119	2	0	0	5.8868
26	175	144	1	0	1	5.61107
31	207	87	0	2	0	5.22227
44	182	134	0	2	0	5.82252
48	226	98	1	0	1	5.63667
62	165	106	0	0	2	4.71789
141	183	132	0	2	0	5.79941
143	175	131	1	1	0	5.80823
167	228	126	1	1	0	5.72
182	172	152	2	0	0	5.92283
216	139	120	0	0	2	5.3774
217	181	127	2	0	0	5.73287
237	177	131	0	1	1	5.09
249	251	45	0	0	2	4.44
265	238	56	0	1	1	4.94121
269	211	89	0	0	2	5.20245
270	191	84	2	0	0	4.85207

nv	12	12	12

Vehicles departing from depots at the previous stage:
