37
50	153	47	40	1	2.20	3.20	0		2		0		
97	159	37	10	1	2.21	3.21	2		0		0		
160	165	14	10	1	2.27	3.27	1		0		1		
157	134	69	30	1	2.31	3.31	0		0		2		
149	127	75	10	1	2.37	3.37	2		0		0		
17	168	6	10	1	2.39	3.39	0		0		2		
139	176	11	30	1	2.55	3.55	1		1		0		
36	165	52	30	1	2.56	3.56	0		1		1		
69	177	14	40	1	2.56	3.56	0		1		1		
113	178	15	40	1	2.58	3.58	0		1		1		
132	110	88	40	1	2.59	3.59	0		2		0		
146	93	94	10	1	2.63	3.63	0		1		1		
148	133	80	20	1	2.66	3.66	0		0		2		
40	181	40	30	1	2.75	3.75	1		1		0		
114	96	96	40	1	2.76	3.76	1		1		0		
26	170	63	30	1	2.89	3.89	2		0		0		
154	189	5	40	1	2.89	3.89	0		2		0		
189	191	25	20	1	2.89	3.89	2		0		0		
79	191	11	30	1	2.90	3.90	0		0		2		
99	176	60	10	1	2.96	3.96	0		2		0		
89	189	44	10	1	2.98	3.98	0		2		0		
98	196	18	10	1	3.00	4.00	1		1		0		
16	105	99	30	1	3.02	4.02	0		1		1		
86	190	45	40	1	3.02	4.02	0		1		1		
85	160	76	20	1	3.03	4.03	1		0		1		
11	175	67	30	1	3.10	4.10	0		0		2		
165	200	8	30	1	3.13	4.13	1		1		0		
131	204	14	20	1	3.20	4.20	2		0		0		
170	192	57	10	1	3.25	4.25	0		1		1		
56	180	72	20	1	3.33	4.33	2		0		0		
3	203	47	20	1	3.34	4.34	1		1		0		
182	212	36	30	1	3.44	4.44	0		1		1		
10	138	100	20	1	3.52	4.52	0		2		0		
188	219	15	10	1	3.55	4.55	0		0		2		
75	212	56	10	1	3.68	4.68	1		1		0		
55	165	93	10	1	3.69	4.69	0		1		1		
23	221	42	10	1	3.71	4.71	1		1		0		
