16
3	214	156	0	1	0	6.64603
58	209	127	0	1	0	6.21714
88	211	150	0	1	0	6.60544
187	218	153	0	1	0	6.7279
251	216	157	0	0	1	6.91868
233	227	214	2	0	0	7.64022
149	227	217	2	0	0	8.32535
205	227	218	1	0	1	8.16537
73	169	171	1	0	1	7.61357
30	226	221	0	2	0	7.68418
239	169	173	0	0	2	7.53
261	204	127	1	0	1	5.99883
84	203	128	0	0	2	5.68104
109	204	129	0	2	0	5.9527
22	199	126	2	0	0	5.39
97	202	131	0	1	1	5.95221

nv	9	9	9

Vehicles departing from depots at the previous stage:
261	204	127	1	0	1	5.99883
84	203	128	0	0	2	5.68104
109	204	129	0	2	0	5.9527
22	199	126	2	0	0	5.39
97	202	131	0	1	1	5.95221
