1	168	125	10	1	5.24	6.24	5.24	6.24	0.00	20.00	0.00	20.00	1		1		0		
10	240	116	40	1	5.58	6.58	0.00	20.00	0.00	20.00	5.58	6.58	1		1		0		
112	243	106	10	1	5.43	6.43	0.00	20.00	0.00	20.00	5.43	6.43	0		1		1		
165	214	119	10	1	5.78	6.14	0.00	20.00	5.14	6.14	5.78	6.78	0		2		0		
185	174	124	10	1	5.01	6.01	5.01	6.01	0.00	20.00	0.00	20.00	0		0		2		
193	232	97	20	1	5.09	6.09	0.00	20.00	0.00	20.00	5.09	6.09	0		0		2		
221	220	131	40	1	5.91	6.48	0.00	20.00	5.48	6.48	5.91	6.91	0		1		1		
236	168	117	30	1	5.08	6.08	5.08	6.08	0.00	20.00	0.00	20.00	0		0		2		
238	245	116	30	1	5.69	6.69	0.00	20.00	0.00	20.00	5.69	6.69	0		1		1		
243	173	144	10	1	5.46	6.46	5.46	6.46	0.00	20.00	0.00	20.00	2		0		0		
