302
0	150	150
1	162	107
2	199	213
3	125	103
4	143	101
5	230	128
6	55	68
7	159	41
8	186	26
9	231	243
10	247	132
11	89	61
12	110	79
13	110	74
14	180	106
15	160	108
16	234	146
17	250	228
18	159	89
19	105	81
20	149	183
21	209	269
22	212	26
23	152	241
24	222	83
25	136	68
26	250	124
27	208	47
28	212	62
29	150	104
30	212	45
31	232	121
32	255	132
33	165	113
34	143	111
35	248	41
36	109	110
37	106	71
38	102	76
39	172	225
40	161	22
41	52	63
42	175	281
43	250	126
44	188	142
45	154	26
46	59	64
47	235	242
48	140	214
49	145	184
50	184	277
51	129	77
52	208	208
53	169	173
54	106	108
55	227	26
56	231	70
57	172	2
58	73	81
59	217	69
60	147	43
61	200	26
62	224	79
63	110	107
64	149	76
65	203	166
66	211	61
67	107	103
68	227	80
69	122	96
70	65	69
71	254	206
72	167	176
73	223	23
74	266	212
75	272	183
76	215	68
77	137	104
78	160	24
79	225	22
80	194	234
81	214	234
82	216	23
83	111	110
84	145	182
85	186	228
86	176	72
87	108	3
88	216	62
89	64	59
90	206	157
91	109	105
92	64	55
93	173	64
94	213	65
95	224	229
96	207	237
97	161	26
98	119	104
99	169	171
100	220	74
101	212	270
102	265	197
103	174	238
104	223	74
105	151	30
106	150	184
107	157	25
108	131	78
109	232	240
110	225	192
111	167	179
112	163	180
113	162	148
114	157	221
115	159	177
116	201	175
117	249	133
118	139	110
119	252	128
120	111	98
121	221	70
122	70	57
123	236	108
124	167	193
125	168	204
126	241	183
127	224	77
128	166	123
129	151	113
130	65	49
131	203	36
132	129	83
133	166	105
134	129	98
135	99	73
136	166	113
137	228	41
138	208	117
139	246	166
140	155	93
141	161	210
142	168	176
143	60	64
144	165	204
145	57	68
146	219	152
147	85	75
148	235	243
149	170	53
150	103	8
151	229	25
152	66	54
153	120	60
154	110	31
155	218	20
156	226	248
157	217	73
158	123	92
159	216	25
160	63	59
161	158	140
162	190	181
163	65	68
164	103	78
165	144	182
166	149	186
167	165	182
168	179	123
169	157	84
170	233	119
171	167	105
172	238	206
173	127	101
174	251	237
175	108	109
176	199	28
177	252	219
178	234	213
179	191	49
180	251	241
181	275	182
182	94	93
183	230	248
184	207	20
185	160	107
186	138	100
187	208	235
188	111	112
189	128	94
190	162	203
191	160	179
192	157	31
193	147	178
194	170	174
195	157	254
196	156	182
197	66	56
198	158	27
199	156	26
200	220	66
201	112	43
202	222	73
203	209	84
204	250	134
205	62	53
206	206	121
207	224	61
208	80	86
209	141	100
210	165	256
211	136	104
212	107	71
213	209	246
214	108	80
215	55	62
216	224	138
217	163	150
218	213	68
219	113	62
220	191	234
221	213	119
222	166	203
223	100	73
224	147	185
225	163	202
226	155	28
227	160	27
228	235	241
229	64	53
230	168	42
231	183	282
232	234	107
233	236	66
234	233	245
235	144	100
236	130	96
237	96	86
238	141	102
239	170	93
240	164	202
241	159	110
242	229	40
243	205	130
244	109	61
245	59	67
246	143	67
247	152	29
248	176	235
249	61	70
250	168	108
251	211	66
252	131	95
253	116	14
254	154	31
255	133	99
256	229	179
257	72	20
258	257	137
259	225	73
260	156	57
261	177	281
262	162	250
263	153	28
264	176	70
265	246	133
266	140	100
267	236	248
268	217	21
269	161	112
270	233	242
271	127	77
272	155	180
273	65	56
274	130	102
275	110	76
276	216	203
277	160	17
278	107	39
279	106	77
280	103	93
281	138	101
282	160	111
283	113	114
284	162	206
285	203	183
286	113	4
287	176	263
288	173	72
289	220	43
290	250	130
291	246	137
292	238	103
293	220	182
294	213	61
295	153	61
296	236	240
297	244	13
298	163	200
299	62	65
300	189	240
301	145	183
